City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
316,Hami,CN,42.8,93.45,84.61,16,100,10.63,overcast clouds
317,Namuac,PH,18.6109,121.1657,79.54,84,17,8.19,few clouds
318,Hirara,JP,24.8,125.2833,84.65,74,26,13.44,scattered clouds
319,Liwale,TZ,-9.7667,37.9333,64.96,74,51,3.76,broken clouds
320,Airai,TL,-8.9266,125.4092,55.24,91,67,3.53,broken clouds
321,Sault Sainte Marie,CA,46.5168,-84.3333,77.29,49,0,9.22,clear sky
322,East London,ZA,-33.0153,27.9116,61.32,76,98,8.66,moderate rain
323,Hay River,CA,60.8156,-115.7999,69.78,60,75,10.36,broken clouds
324,Kargopol,RU,61.5071,38.9456,62.02,98,100,3.27,moderate rain
325,Riachao Das Neves,BR,-11.7461,-44.91,86.9,24,0,7.85,clear sky
326,Oranjestad,AW,12.524,-70.027,85.95,70,40,23.02,scattered clouds
327,Entre Rios,BR,-11.9419,-38.0844,75.52,71,12,7.74,few clouds
328,Tadine,NC,-21.55,167.8833,77.34,74,100,12.91,overcast clouds
329,Pacific Grove,US,36.6177,-121.9166,76.21,84,75,9.22,broken clouds
330,Baykit,RU,61.67,96.37,50.23,92,0,5.08,clear sky
331,Tiksi,RU,71.6872,128.8694,55.4,58,6,2.19,clear sky
332,Amambai,BR,-23.1042,-55.2258,86.2,32,100,13.73,overcast clouds
333,Yangjiang,CN,21.85,111.9667,80.13,89,12,5.37,few clouds
334,Katsuura,JP,35.1333,140.3,74.32,94,7,0.98,clear sky
335,Gat,IL,31.61,34.7642,79.81,100,10,5.88,clear sky
336,Puerto Barrios,GT,15.7167,-88.6,86.14,79,40,11.5,thunderstorm
337,Nizhniy Tsasuchey,RU,50.5167,115.1333,54.75,67,6,7.67,clear sky
338,Tilichiki,RU,60.4667,166.1,55.36,67,25,5.28,scattered clouds
339,Anloga,GH,5.7947,0.8973,77.34,84,91,13.94,overcast clouds
340,Ashcroft,CA,50.7165,-121.2859,75.47,38,91,4.45,overcast clouds
341,Pandan,PH,14.0453,124.1694,80.26,85,97,3.38,light rain
342,Zhicheng,CN,30.2956,111.5047,81.7,80,1,2.8,clear sky
343,Pontes E Lacerda,BR,-15.2261,-59.3353,96.57,23,8,8.16,clear sky
344,Nome,US,64.5011,-165.4064,66.16,59,0,8.05,clear sky
345,Zhigalovo,RU,54.8097,105.1578,58.32,85,100,1.32,overcast clouds
